id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
25109710,8mins to Shibuya sta.Comfortable non-smoking room,178319983,Yukari,,Shibuya Ku,35.65921,139.70702,Entire home/apt,33571,1,17,2022-03-27,0.32,9,365,2,M130003485
25142419,New in Tokyo: Skytree & Asakusa 403,41013044,Aileen,,Sumida Ku,35.71334,139.80895,Entire home/apt,3549,3,66,2022-09-19,1.25,25,353,26,Hotels and Inns Business Act | 東京都墨田区保健所 | 31墨福衛生環第83号
25143956,La Krasse SUMIDA 2F Clean and cozy 5min to Skytree,188293248,La Krasse 墨田,,Sumida Ku,35.710705,139.805832,Entire home/apt,13571,1,12,2019-04-12,0.23,4,166,0,Hotels and Inns Business Act | 墨田区保健所 | 29墨福衛生環第172号
25169904,Only Female Guest / Meet Local People & Feel Japan,26390584,Miyoko,,Komae Shi,35.63485,139.58238,Private room,5000,3,60,2022-08-10,1.16,1,136,9,M130000098
25173838,PRIVATED DOUBLE ROOM with Shower room,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,6000,1,36,2020-01-01,0.68,21,178,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25236602,東京合宿所　M2　Tokyo gasshuku-jo,184703456,Leo,,Itabashi Ku,35.75976,139.7033,Private room,5900,1,32,2019-09-25,0.61,2,88,0,M130000054
25266147,Female Only Dorm JUST IN FRONT OF STATION,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2200,1,50,2020-03-04,1.00,21,246,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25269322,PRIVATED DOUBLE ROOM with Shower room,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,6000,1,26,2019-12-31,0.51,21,178,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25295705,[Special Rate] 3F house w/elevator for ut to12PPL,156392873,Bed&Stay,,Nakano Ku,35.71883,139.65344,Entire home/apt,23000,3,4,2019-12-14,0.09,3,178,0,Hotels and Inns Business Act | 中野区保健所 | 31中健衛環第129号
25300719,NEW sunny art apartment★3min station & supermarket,191116680,Aoca,,Setagaya Ku,35.61446,139.63807,Private room,34857,2,19,2021-05-04,0.37,7,0,0,M130000393
25301315,NEW apartment★3mins st. & market★Shibuya 23mins,191116680,Aoca,,Setagaya Ku,35.61419,139.63668,Private room,9114,2,15,2022-03-08,0.29,7,0,3,M130000394
25301472,NEW art apartment★3min station★12min natural park,191116680,Aoca,,Setagaya Ku,35.61247,139.63679,Private room,34857,2,16,2022-09-22,0.31,7,27,1,M130000395
25301699,New art apart.★leisure★Near st.★Shibuya 23min,191116680,Aoca,,Setagaya Ku,35.61454,139.6377,Private room,47886,2,21,2020-06-16,0.41,7,0,0,M130000396
25301881,"Art apart.★close Shibuya, Meguro★3mins to st.",191116680,Aoca,,Setagaya Ku,35.61244,139.63641,Private room,9114,2,14,2021-03-28,0.27,7,45,0,M130000397
25302056,NEW designer apartment★3min station★natural park,191116680,Aoca,,Setagaya Ku,35.61452,139.63776,Private room,34857,2,9,2021-12-15,0.18,7,60,1,M130000398
25302264,Brand new art apartment★3min station & supermarket,191116680,Aoca,,Setagaya Ku,35.61289,139.63801,Entire home/apt,51429,2,18,2022-01-01,0.35,7,0,1,M130000399
25307126,NO.W204) Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2200,1,13,2020-02-24,0.25,21,249,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25309131,[Licensed] Iconic Shinjuku Life@tidy+compact,1160146,Miko,,Shinjuku Ku,35.69686,139.70392,Entire home/apt,6900,30,2,2022-06-30,0.06,2,50,1,M130006614
25328463,NO.W205) Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2200,1,24,2019-12-31,0.47,21,249,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25329162,Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2300,1,39,2022-07-04,0.76,21,80,3,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25330652,NO.W207) Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2200,1,30,2020-05-07,0.58,21,249,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25331271,NO.W213) Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2300,1,48,2020-01-20,0.91,21,180,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25332122,Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2300,1,21,2019-11-04,0.40,21,80,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25332700,Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2300,1,11,2019-06-22,0.21,21,80,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25333255,FEMALE ONLY DORM <SPEACIAL DISCOUNT PLAN>,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,3000,1,19,2022-05-30,0.36,21,80,1,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25341447,Famous Beautiful Japanese Gardens by walk,48739707,Maki Nicestaytokyo,,Kita Ku,35.74003,139.74675,Entire home/apt,20749,1,44,2020-08-01,0.87,3,317,0,M130004327
25356821,FEMALE ONLY DORM <SPEACIAL DISCOUNT PLAN>,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,3000,1,9,2022-06-02,0.17,21,80,1,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25359532,DOUBLE ROOM ( BATHROOM SHARING),178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,5000,1,16,2022-06-12,0.31,21,180,2,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25361285,Female Only Dorm FROM SHINJUKU IN 7 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,2300,1,13,2020-02-01,0.27,21,80,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25377337,【Ginza/Tokyo area】 Junior Suite (Free Wi-Fi),40200307,Hotel Vintage,,Chuo Ku,35.67128,139.77768,Private room,7807,1,705,2022-09-19,15.39,2,358,284,Hotels and Inns Business Act | 東京都中央区所長　中橋　猛 | 28 中保生環き 第190号
25384320,New building 2F #202~OHANA TOKYO HOUSE~,91758240,Maiko,,Adachi Ku,35.7828,139.76106,Private room,4428,1,62,2020-02-16,1.18,15,269,0,Hotels and Inns Business Act | 東京都足立保健所 | 31足足保生生収第323号
25385957,New building 2F #203~OHANA TOKYO HOUSE~,91758240,Maiko,,Adachi Ku,35.78259,139.76108,Private room,4177,1,69,2022-06-24,1.32,15,262,2,Hotels and Inns Business Act | 東京都足立保健所 | 31足足保生生収第323号
25386217,New building 2F #205~OHANA TOKYO HOUSE~,91758240,Maiko,,Adachi Ku,35.78259,139.76108,Private room,4371,1,50,2021-05-04,0.96,15,269,0,Hotels and Inns Business Act | 東京都足立保健所 | 31足足保生生収第323号
25389822,Vacant room in my house I live in . Semi-Private,191676897,Studio-R,,Suginami Ku,35.6768,139.6612,Private room,3500,2,55,2022-05-01,1.05,1,70,2,M130002887
25394225,Monthly Split Rooms White Terrace Sakurashinmachi,4838043,Robert,,Setagaya Ku,35.63332,139.65117,Entire home/apt,3529,1,11,2022-09-11,0.22,41,167,5,M130002840
25408221,SHINJUKU - GROUP ROOM  NAKAI STATION IN 1 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Private room,30000,1,15,2021-04-18,0.30,21,180,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25411732,SHINJUKU - FAMILY ROOM  NAKAI STATION IN 1 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,30000,1,12,2021-07-04,0.23,21,180,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
25413745,It  is four minutes form  Togoshi Station,42808108,Mie,,Shinagawa Ku,35.61071,139.71784,Entire home/apt,11800,2,17,2022-07-27,0.34,4,335,1,Hotels and Inns Business Act | 東京都品川区保健所 | 31品保生環き第74号
25435382,ShibuyaSt.4minTra/Max3/Portable Wifi/,92957376,Mark,,Setagaya Ku,35.64169,139.66493,Entire home/apt,9857,1,45,2021-06-19,0.87,2,0,0,M130003486
25474017,連泊がお得なペット可★六本木の可愛いワンルーム♪R.NO5E,134083708,Deko,,Minato Ku,35.66392,139.73698,Entire home/apt,7500,7,25,2022-06-02,0.50,4,90,2,M130000356
25495506,"WEB HOTEL, Relaxing Room [No Smoking][Eco Plan]",192419150,Web,,Taito Ku,35.69774,139.78821,Hotel room,6650,2,57,2022-04-27,1.13,3,66,1,Hotels and Inns Business Act | 台東区台東保健所 | 20台台健生環き第32号
25499013,"Designer 1 Bdrm in central Tokyo, 5min from subway",25867827,Ikuko,,Itabashi Ku,35.7656,139.70546,Private room,7000,1,20,2021-10-21,0.49,2,3,1,M130010544
25525196,YADOYA Honkan Traditional House in Asakusa,176875986,Yadoya,,Taito Ku,35.71847,139.79787,Entire home/apt,13000,1,113,2022-09-15,2.17,22,148,24,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10152号
25580667,[IBASHO]5mins from Shibuya sta/Elevator/Wi-fi 803,159032482,Rie & Masaya,,Shibuya Ku,35.65921,139.69608,Entire home/apt,15143,2,139,2022-08-13,2.75,3,173,42,M130003674
25648406,大井町駅徒歩4分!最大4名宿泊可! プライベート&デザイナーズハウス/ ファミリー&グループに最適,121618352,Masa,,Shinagawa Ku,35.6077,139.73875,Entire home/apt,8286,2,14,2022-07-30,0.27,2,150,3,Hotels and Inns Business Act | 東京都品川区保健所 | 29品保生環き第75号
25649972,"[4N]near to Shinjuku,Shibuya,Ueno etc,self checkIn",193171483,Liyan,,Kita Ku,35.73978,139.74881,Private room,3800,1,56,2020-03-03,1.09,11,365,0,M130003943
25663133,Ikebukuro No Yado II,47351653,Hiro.,,Toshima Ku,35.73511,139.71086,Entire home/apt,23000,1,23,2020-02-02,0.44,1,66,0,Hotels and Inns Business Act | 東京都池袋保健所 | ３０豊池保衛環き第１３号
25693184,☆YAWP☆（1 bed/12bedroom）I used to be a Manga artist,193360373,Tak,,Katsushika Ku,35.75235,139.86814,Hotel room,2114,1,37,2022-05-04,0.75,6,63,1,Hotels and Inns Business Act | 東京都葛飾区 | 26葛保生第3438号
25694475,◆YAWP！◆ The coziest hostel for backpackers（12beds）,193360373,Tak,,Katsushika Ku,35.75264,139.87032,Hotel room,6343,1,10,2019-05-16,0.20,6,63,0,Hotels and Inns Business Act | 東京都葛飾区 | 26葛保生第3438号
25717495,★YAWP！★ The coziest hostel for backpackers（12beds）,193360373,Tak,,Katsushika Ku,35.75319,139.87037,Hotel room,4229,1,33,2020-01-29,0.63,6,63,0,Hotels and Inns Business Act | 東京都葛飾区 | 26葛保生第3438号
25740904,90sq m. Let's enjoy traditional Japanese style,169464874,Etao,,Chuo Ku,35.68394,139.78528,Hotel room,60000,3,52,2020-02-02,1.00,4,86,0,Hotels and Inns Business Act | 中央区保健所 | 28中保生環き　第27号
25761270,★328HOSTEL&LOUNGE★~2 bed Private room 3~,33960674,Yuka,,Ota Ku,35.54853,139.74657,Private room,6400,1,26,2020-02-09,0.51,5,87,0,Hotels and Inns Business Act | 大田区保健所 | 保生環収第0136号
25770574,"Asakusa,Akihabara,Ueno,Narita access!New big House",138720902,Toori,,Katsushika Ku,35.74761,139.82606,Entire home/apt,26000,2,56,2022-09-06,1.08,2,312,7,M130020160
25784847,Licensed! Monthly OK Cozy Nakameguro/Shibuya Ebisu,193217620,Yuki & Sosuke,,Meguro Ku,35.63893,139.69364,Entire home/apt,4500,1,115,2022-09-17,2.21,1,1,34,M540000006
25787136,1 bed use in a dormitory with 24 use  Fitness Gym,141952115,Obi,,Chuo Ku,35.69105,139.7809,Hotel room,3000,1,29,2022-08-28,0.60,8,359,5,Hotels and Inns Business Act | 東京都中央区保健所 | 28中保生環き　第151号
25789444,1 bed use in a dormitory with 24 use Fitness Gym,141952115,Obi,,Chuo Ku,35.69121,139.78073,Hotel room,3000,1,42,2022-05-15,0.84,8,364,7,Hotels and Inns Business Act | 東京都中央区保健所 | ２８中保生環き　第１５１号
25814944,No Cleaning fee! 8 bed rooms near the Onsen!,174891991,Satoshi,,Shinagawa Ku,35.61976,139.71608,Hotel room,3000,1,0,,,15,35,0,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
25816548,YADOYA Chigusacho traditional house in Asakusa,176875986,Yadoya,,Taito Ku,35.72045,139.79686,Entire home/apt,6000,1,72,2022-09-18,1.39,22,163,3,Hotels and Inns Business Act | 東京都台東区台東保健所 | 3台台健生環き第10135号
25825681,Female Dorm / Near the Onsen / No Cleaning fee! #1,174891991,Satoshi,,Shinagawa Ku,35.61976,139.71608,Shared room,3000,1,9,2020-02-29,0.17,15,35,0,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
25826930,Female Dorm / Near the Onsen / No Cleaning fee!#1B,174891991,Satoshi,,Shinagawa Ku,35.61976,139.71608,Shared room,3000,1,31,2020-02-20,0.61,15,35,0,Hotels and Inns Business Act | 東京都品川区保健所 | 28品保生環き第38号
25845138,Shinjuku neighborhood home,14060843,Letitia,,Shinjuku Ku,35.69982,139.68895,Entire home/apt,5643,7,8,2021-10-01,0.17,3,86,1,M130029238
25847053,D! 2 min fr sta. near HND /Self /Balcony Room!,40176986,Tomoko,,Ota Ku,35.59008,139.68179,Private room,9571,1,6,2019-05-03,0.12,6,180,0,M130000045
25848449,GREAT SAKURA 桜満開  Spacious Stylish Healing Cozy,28837813,Insta-Homes,,Nakano Ku,35.73015,139.66657,Private room,2835,1,71,2021-10-25,1.38,3,74,1,M130000891
25848793,Just 10 second to Higashi-Shinjuku sta/ Free wifi,194225455,Koji,,Shinjuku Ku,35.69934,139.70896,Entire home/apt,15000,1,64,2020-01-26,1.31,1,360,0,M130007648
25852731,上野ueno日暮里nipporiCleaningCentreConvenient各房间卫浴完备独立,24087904,Rinrin,,Bunkyo Ku,35.72827,139.76337,Entire home/apt,4500,1,19,2022-05-29,0.48,2,356,1,M130001359
25871823,"3 BRMS Walk to Shinjuku Skyscrapers, up to 10 pax",20428996,Mizuki,,Shinjuku Ku,35.69775,139.68897,Entire home/apt,18857,2,77,2022-07-22,1.53,1,257,3,Hotels and Inns Business Act | 東京都新宿区保健所 | 31新保衛環第82号
25872109,駅から徒歩115M子連れ家族とグループ大歓迎+WIFI  歡迎光臨  指引初来日者交通路線,194387843,Miki,,Edogawa Ku,35.73672,139.89642,Entire home/apt,21465,2,40,2022-01-02,0.81,1,50,1,Hotels and Inns Business Act | 14江衛環01第77号 | 第７７号
25873832,GREAT FUJI  凱風快晴 Spacious Stylish Healing  Cozy,28837813,Insta-Homes,,Nakano Ku,35.73191,139.66804,Private room,6500,1,84,2022-01-23,1.62,3,0,2,M130000891
25878910,2018年全新开张东京旅馆，步行到JR站仅3分钟池袋站仅7分钟，阳台能看到公园美景的双人标房502室,106684124,明月,,Arakawa Ku,35.734,139.76333,Private room,4880,2,14,2020-01-17,0.29,4,179,0,Hotels and Inns Business Act | 元豊池保衛環き第90号 | 第90号
25895949,"Nature,vegetarian,GHIBLI !  Unique Aero House",36335780,Yoko&Take,,Suginami Ku,35.71649,139.59821,Private room,4436,2,41,2022-06-12,0.79,2,59,4,M130000309
25899252,Shinagawa 10 mins walk Tranquil guest suite,106692899,Kunio & Hiro,,Minato Ku,35.63442,139.73579,Entire home/apt,12000,2,46,2020-03-16,0.93,1,89,0,M130001063
25905100,Private room 2~4p@Tokyo hikari GH.1min Kuramae sta,194366320,Isa And Yumi,,Taito Ku,35.70271,139.79109,Private room,11286,1,7,2020-02-24,0.14,5,9,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 26台台健生環き第50号
25920125,[FemaleDorm]10minHanedaAirport@GuesthouseSENSU,86175034,俊行 Toshiyuki,,Ota Ku,35.55262,139.73989,Shared room,3657,1,19,2020-02-16,0.37,4,63,0,Hotels and Inns Business Act | 大田区保健所 | 保生環第0508号
25920775,Ueno 2 new built units※good location 2 minutes,194818336,Ueno Family,,Taito Ku,35.70568,139.78075,Entire home/apt,45999,2,44,2020-01-30,0.85,2,0,0,M130001077
25924246,[MaleDorm]10minHanedaAirport@GuesthouseSENSU,86175034,俊行 Toshiyuki,,Ota Ku,35.55271,139.73965,Shared room,3657,1,21,2020-01-10,0.40,4,62,0,Hotels and Inns Business Act | 大田区保健所 | 保生環第0508号
25925091,"Studio-374 Tokyo, Skytree, Asakusa",47226565,Christian,,Sumida Ku,35.71555,139.81136,Entire home/apt,14000,5,24,2020-01-05,0.46,1,270,0,M130001147
25926274,"Little Japan  ,10 Mixed  dormitory room, Tokyo",127485371,Yuki,,Taito Ku,35.701397,139.78447,Shared room,2250,1,30,2022-04-24,0.59,17,340,1,Hotels and Inns Business Act | 東京都台東区台東保健所 | 28台台健生環き第142号
25927287,『 Harajuku2CSMI:RE STAY 』2F Renovated Design House,51295725,Jingumae,,Shibuya Ku,35.66826,139.70942,Entire home/apt,12000,5,37,2022-01-03,0.72,2,142,2,M130026355
25954021,Asian Resort Style 2F House in Heart of Shibuya!,195093920,Yuri,,Shibuya Ku,35.65964,139.69463,Entire home/apt,22943,1,226,2022-09-06,4.42,1,274,60,Hotels and Inns Business Act | 渋谷区保健所 | 30渋保生環旅第1号
25955272,[TripleRoom]10minHanedaAirport@GuesthouseSENSU,86175034,俊行 Toshiyuki,,Ota Ku,35.55281,139.74126,Shared room,12286,1,2,2019-03-30,0.04,4,79,0,Hotels and Inns Business Act | 大田区保健所 | 保生環第0508号
25964934,Komagome Sta. 2 min★Walk to Traditional Gardens,97958809,尚子,,Toshima Ku,35.73782,139.74837,Entire home/apt,5464,1,51,2022-07-13,0.99,8,152,3,M130000261
25978974,4 mins walk to Asakusa line★Sky Tree Nearby,195258951,元春,,Sumida Ku,35.71037,139.80464,Entire home/apt,50000,1,57,2020-12-28,1.13,1,25,0,M130001119
25981202,JR/京成金町駅徒歩6分 - 和室（ツイン） - 上野、有楽町、六本木へ乗り換え無し,30840659,Guesthouse,,Katsushika Ku,35.76606,139.86476,Private room,3513,2,3,2019-05-10,0.06,3,88,0,Hotels and Inns Business Act | 東京都葛飾区保健所 | 26葛保生第3209号
25985465,Wagokorohostel Economy Double room,85022417,Kiyoshi,,Arakawa Ku,35.73274,139.77519,Private room,6480,1,36,2020-02-18,0.71,7,296,0,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
25987300,Enjoy Your Cool Tokyo Room ! 町田の眺めのいい家,11135133,Odamura Kimiko,,Machida Shi,35.56182,139.45782,Private room,3500,2,24,2022-06-24,0.47,2,185,2,M130000158
25987903,La Krasse SUMIDA 1F Clean and Cozy 5min to Skytree,188293248,La Krasse 墨田,,Sumida Ku,35.710705,139.805832,Entire home/apt,12571,1,6,2018-08-16,0.12,4,172,0,Hotels and Inns Business Act | 墨田区保健所 | 29墨福衛生環第172号
25995475,☆YAWP！☆ The coziest hostel for backpackers（12beds）,193360373,Tak,,Katsushika Ku,35.75227,139.86838,Hotel room,2114,1,42,2020-04-01,0.83,6,63,0,Hotels and Inns Business Act | 東京都葛飾区 | 26葛保生第3438号
26011303,MAX4/3min-Sky Tree & Oshiaga st T-201,195501603,Tｰhome,,Sumida Ku,35.71009,139.81501,Entire home/apt,5371,1,70,2022-09-18,1.36,7,152,18,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第280号
26013305,La Krasse SUMIDA 3F Clean and cozy 5min to Skytree,188293248,La Krasse 墨田,,Sumida Ku,35.71148,139.80502,Entire home/apt,13571,1,8,2018-10-08,0.15,4,164,0,Hotels and Inns Business Act | 墨田区保健所 | 29墨福衛生環第172号
26013781,La Krasse SUMIDA 4F Clean and cozy 5min to Skytree,188293248,La Krasse 墨田,,Sumida Ku,35.710705,139.805832,Entire home/apt,24571,1,24,2022-08-29,0.46,4,166,3,Hotels and Inns Business Act | 墨田区保健所 | 29墨福衛生環第172号
26014705,【Haneda/Narita direct】3min oshiage St＆SkyTree/T202,195501603,Tｰhome,,Sumida Ku,35.71045,139.81567,Entire home/apt,4800,1,59,2022-08-26,1.15,7,162,10,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第280号
26015826,MAX５/3min-Sky Tree & Oshiaga st T-203,195501603,Tｰhome,,Sumida Ku,35.71017,139.81348,Entire home/apt,6943,1,117,2022-09-03,2.27,7,136,41,Hotels and Inns Business Act | 墨田区保健所 | 31墨福衛生環第280号
26016806,Wagokorohostel Japanese style room with 6 tatami,85022417,Kiyoshi,,Arakawa Ku,35.73209,139.77674,Private room,10623,1,41,2022-01-01,0.80,7,301,2,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
26017275,Wagokorohostel standard twin room,85022417,Kiyoshi,,Arakawa Ku,35.73281,139.77694,Private room,10051,1,10,2020-01-17,0.20,7,296,0,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
26017660,SHINJUKU - FAMILY ROOM  NAKAI STATION IN 1 MIN,178158779,Weollim,,Shinjuku Ku,35.71531,139.68657,Hotel room,30000,1,21,2019-09-23,0.42,21,180,0,Hotels and Inns Business Act | 新宿区保健所 | 29新保衛環第193号
26043173,Wagokorohostel twin room (double bed+single bed),85022417,Kiyoshi,,Arakawa Ku,35.73107,139.77522,Private room,12051,1,5,2019-12-25,0.11,7,296,0,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
26043474,Wagokorohostel standard  Double room,85022417,Kiyoshi,,Arakawa Ku,35.7315,139.77685,Private room,10051,1,2,2019-05-29,0.04,7,296,0,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
26043562,Wagokorohostel Japanese style room with 10 tatami,85022417,Kiyoshi,,Arakawa Ku,35.73299,139.77501,Private room,14623,1,0,,,7,298,0,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
26043620,Wagokorohostel Japanese style room with low beds,85022417,Kiyoshi,,Arakawa Ku,35.73103,139.77514,Private room,12051,1,9,2019-11-01,0.18,7,296,0,Hotels and Inns Business Act | 荒川区保健所 | 28荒保衛環き（三）第４号
26053870,★328HOSTEL&LOUNGE★~4 bed Private room 1~,33960674,Yuka,,Ota Ku,35.54706,139.7457,Private room,9300,1,6,2022-07-24,0.13,5,87,1,Hotels and Inns Business Act | 大田区保健所 | 保生環収第0136号
26137529,Executive Style Generous Flat @ Tokyo Tower,63345781,Yu,,Minato Ku,35.65459,139.74486,Entire home/apt,15279,2,49,2022-09-06,0.97,15,31,10,M130004974
26169664,Quake Resistant House & English Speaking Host,196701972,Masami,,Koganei Shi,35.69239,139.52109,Private room,11448,1,55,2022-09-14,1.14,1,99,14,M130000264
26171136,Mix dormitory,196519408,Kagaribi,,Adachi Ku,35.75335,139.79475,Hotel room,3000,1,4,2019-12-25,0.10,5,64,0,Hotels and Inns Business Act | 足立区足立保健所 | 30足足保生生収第501号
26171785,"6 min to Shinjuku center.  House w/garden, parking",86666280,Yuko,,Shinjuku Ku,35.69731,139.72538,Entire home/apt,40000,1,41,2021-07-11,0.79,3,84,0,Hotels and Inns Business Act | 東京都新宿区 | 30新保衛環第160号
26204909,"Shinjuku Apt FlatRate for 4p+WiFi, Licensed inn",196958344,Shinjuku,,Shinjuku Ku,35.68634,139.71693,Entire home/apt,5999,2,29,2020-09-05,0.57,1,0,0,M130002300
26205080,Nishi Shinjuku Gochome St 3 min☆203,16795060,Rena,,Nakano Ku,35.69259,139.68364,Entire home/apt,4800,4,43,2022-09-18,0.91,3,72,7,M130000477
26219109,#4 Near Shinjuku/Harajuku/Shibuya/Tokyo station,78170742,Norimasa,,Nakano Ku,35.70831,139.66695,Entire home/apt,8500,3,45,2022-08-19,0.88,10,90,1,Hotels and Inns Business Act | 中野区保健所 | 2中健衛環第96号
26232227,CENTRALLY LOCATED DELUXE FURNISHED.1,8439950,Yash,,Shinjuku Ku,35.69764,139.72005,Entire home/apt,12890,14,8,2020-01-03,0.16,6,180,0,M130001944
26234205,SHINJUKU BEST LOCATION APARTMENT.03,8439950,Yash,,Shinjuku Ku,35.6978,139.7199,Entire home/apt,15800,4,9,2020-03-14,0.18,6,180,0,M130001953
26246880,Legal residence Free parking lot & Near Ikebukuro,71920606,Ying,,Toshima Ku,35.73743,139.69879,Entire home/apt,15000,1,38,2021-08-09,0.74,11,0,0,M130002748
26261913,#2 Near Shinjuku/Harajuku/Shibuya/Tokyo station,78170742,Norimasa,,Nakano Ku,35.70831,139.66695,Entire home/apt,8500,3,44,2021-01-06,0.87,10,90,0,Hotels and Inns Business Act | 中野区保健所 | 2中健衛環第96号
26271788,LEGALCOURTⅡ Hideaways,38919757,Max Masaking,,Akiruno Shi,35.72738,139.29291,Entire home/apt,3943,1,25,2021-12-28,0.50,8,247,3,M130014388
26283219,"Little Japan, 6 Female dormitory room, Tokyo",127485371,Yuki,,Taito Ku,35.701397,139.78447,Shared room,2500,1,15,2022-07-05,0.30,17,306,1,Hotels and Inns Business Act | 東京都台東区台東保健所 | 28台台健生環き第142号
26283497,"Little Japan  ,10 Mixed  dormitory room, Tokyo",127485371,Yuki,,Taito Ku,35.701397,139.78447,Shared room,2230,1,24,2022-07-20,0.47,17,272,2,Hotels and Inns Business Act | 東京都台東区台東保健所 | 28台台健生環き第142号
26308123,"E!2 min fr sta/near HND, Self Check In/Japnaese !",40176986,Tomoko,,Ota Ku,35.58971,139.67999,Private room,12320,1,2,2018-12-31,0.04,6,180,0,M130000045
26336619,2+ BDRM in a residential Shinjuku Neighborhood,14060843,Letitia,,Shibuya Ku,35.68872,139.70109,Entire home/apt,22000,30,24,2022-07-08,0.57,3,53,1,M130015250
26336774,SafeCozyClean+1min to Metro SuperHostel 3Lady’sLT3,136144843,Akiko,,Minato Ku,35.65714,139.7441,Hotel room,8571,1,3,2022-08-08,0.07,19,180,1,Hotels and Inns Business Act | 港区みなと保健所 | 29港み生環き第69号
26337204,SafeCozyClean+1min to Metro SuperHostel 4Lady’sLQ3,136144843,Akiko,,Minato Ku,35.65499,139.74347,Shared room,11429,1,1,2019-11-24,0.03,19,180,0,Hotels and Inns Business Act | 港区みなと保健所 | 29港み生環き第69号
26343528,Walk to Asakusa Ueno w/Skytree View #5,50718640,Kentaro & Family,,Taito Ku,35.71521,139.78428,Entire home/apt,19000,2,71,2022-08-13,1.40,5,219,4,M130001201
26349236,"WEB HOTEL, Semi-Double Room [No Smoking][Eco Plan]",192419150,Web,,Taito Ku,35.69773,139.78822,Hotel room,6150,2,68,2021-03-28,1.46,3,68,0,Hotels and Inns Business Act | 東京都台東区台東保健所 | 20台台健生環き第32号
26360238,H2O Stay Shibuya Anon A102 8min/4ppl,58033573,H2O Stay,,Shibuya Ku,35.65357,139.71082,Entire home/apt,19393,1,33,2019-12-29,0.64,9,277,0,M130002694
26361132,H2O Stay Shibuya Anon A203 8min/4ppl,58033573,H2O Stay,,Shibuya Ku,35.65276,139.70844,Entire home/apt,19607,1,42,2022-09-18,0.82,9,182,1,M130002691
